TCGA_3L_AA1B_01A	TCGA_4N_A93T_01A	TCGA_4T_AA8H_01A	TCGA_5M_AAT4_01A
307	15252	13986	5115	13389
3070	893	774	639	2112
3071	811	171	130	141
3073	1072	367	409	606
3074	8480	7447	2642	6857
3075	1548	169	121	200
3077	590	711	440	459
3078	2	1	0	0
308	6009	3552	3377	7152
3080	0	2	0	0
3081	504	212	375	139
30811	2703	1063	2974	1058
30812	65	637	1	275
30813	2	2	0	0
30814	0	0	2	0
30815	3	12	21	10
30816	7	3	19	15
30817	228	59	92	313
30818	88	24	11	36
30819	73	190	40	170
3082	270	23	8	29
30820	7	0	0	2
30827	1910	1864	1043	1629
3083	3	23	3	3
30832	200	50	4	10
30833	997	1705	833	1214
30834	668	1309	377	1037
30835	144	14	37	29
30836	3073	1467	1811	2439
30837	2050	1175	1121	2484
3084	71	15	42	15
30844	2010	1932	2123	1865
30845	402	53	34	165
30846	1807	631	324	1161
30847	0	12	0	0
30848	0	0	0	0
30849	1409	1197	992	1669
30850	394	505	535	1588
30851	6	12	7	7
3087	144	186	15	54
309	9009	2558	569	2517
3090	805	111	44	224
3091	3376	1066	1505	2127
3092	2222	1109	242	1668
3093	4324	2561	2638	5189
3094	11689	13997	5760	10430
3096	1143	1532	774	945
30968	4666	6091	3296	10827
3097	1519	922	586	603
3098	4546	4456	5026	5637
3099	4961	6779	16065	9438
31	4219	4206	3171	7346
310	3489	3875	3788	5045
3101	128	5	13	80
3104	1224	994	550	599
3105	24986	49498	22174	33879
3106	27836	71730	26474	37774
3107	20893	44398	12482	23754
3108	873	1353	578	1168
3109	545	242	110	397
311	11905	21136	13988	15192
3110	799	651	211	807
3111	481	118	62	126
3112	63	48	12	19
3113	4003	1005	310	979
3115	2942	985	455	689
3116	6	5	6	2
3117	2283	541	551	674
3118	65	87	76	119
3119	3284	1704	354	283
312	1559	123	380	59
3120	118	175	125	105
3121	0	0	0	0
3122	8688	5544	2345	2256
3123	5717	7447	1329	1445
3127	1007	2418	252	269
3128	225	144	78	106
313	1617	956	811	1373
3131	182	50	50	23
3132	5	2	0	0
3133	19441	34826	12850	21616
3134	1589	6998	1388	1810
3135	80	168	83	150
3136	674	1775	721	1147
3137	11	25	4	19
3138	257	505	53	103
3139	142	128	37	63
314	30	13	16	33
3140	908	460	530	249
3141	1461	1571	1602	1961
3142	184	83	28	132
3145	1546	2179	890	3700
3146	11003	17025	9730	12759
3148	4610	3727	3428	9260
3149	3684	2545	2282	6337
3150	6508	10078	5236	7588
3151	6147	3990	3506	7740
3152	1	0	0	0
3155	2090	1478	1987	1778
3156	4948	4761	2674	8063
3157	3501	2808	2815	9112
3158	6861	30580	32270	3583
3159	16504	13928	10568	26174
316	255	24	7	28
3161	797	448	434	1803
3162	635	225	303	475
3163	2023	3638	1731	3496
3164	3166	7104	9387	5618
3166	0	0	0	0
3167	1	0	2	4
3169	2645	1324	1334	359
317	1432	1291	1024	1219
3170	1629	2411	585	3484
3171	2636	2497	1745	1625
3172	15322	13999	5181	16981
3174	1443	1212	1636	2074
3175	11	6	0	2
3176	2184	4191	1121	2295
317648	509	320	161	413
317649	543	1137	325	568
317662	822	786	598	666
317671	28	24	18	18
317684	0	11	2	5
317686	0	0	0	0
317687	2	0	0	1
317691	0	0	0	0
3177	1616	2509	792	3536
317701	0	0	0	1
317702	0	0	0	0
317703	0	0	0	0
317705	1	0	0	1
317716	0	0	0	0
317719	4	1	0	2
317726	0	0	0	1
317729	0	0	2	2
317749	799	688	473	983
317751	23	9	10	18
317753	0	0	0	0
317754	0	0	0	0
317760	17	17	8	18
317761	0	0	0	1
317762	878	579	791	2010
317767	2	0	0	2
317768	6	0	0	0
317769	1	0	0	0
317772	1	1	0	0
317774	0	1	0	0
317775	3	0	0	1
317778	0	0	0	0
317780	1	11	1	7
317781	2202	2053	1389	2281
317784	4	4	0	3
3178	53677	25870	22188	46049
318	401	429	401	901
3181	43053	41487	25723	45615
3182	10663	14666	7959	14561
3183	16532	11759	10393	21296
3184	11833	7126	6074	12280
3185	13370	13879	11443	20628
3186	0	0	0	2
3187	23484	17549	9020	11857
3188	5149	3140	2388	5101
3189	6287	7020	2917	4782
319	1	7	0	0
3190	25838	22353	14908	25559
319085	4	4	0	14
319087	0	0	0	2
319089	82	23	30	6
319093	22	14	18	22
319098	7	1	3	9
319099	3	1	0	3
3191	7474	5944	5027	8034
319100	0	0	0	0
319101	0	0	0	0
319102	0	0	0	0
319103	0	0	0	0
319111	2	0	0	0
319112	3	1	0	2
319114	2	8	0	2
319115	0	1	0	0
319116	0	0	0	0
319117	5	0	0	3
319118	2	0	0	0
319119	1	2	0	6
319120	0	0	0	0
319121	0	0	0	0
319122	2	1	2	0
319123	0	0	0	0
319128	6	8	2	7
319129	2	2	2	1
319130	10	0	4	4
319131	13	2	2	9
319133	0	0	0	0
319134	6	16	0	0
319135	0	2	0	0
319136	0	0	0	0
319137	2	7	26	31
319138	0	0	0	0
319139	0	1	0	1
319140	3	3	12	9
319142	0	0	0	0
319143	5	2	0	7
319144	3	0	0	2
319145	2	1	0	2
3192	24287	18539	14591	24305
3195	143	266	170	844
3196	4	3	23	7
3198	150	348	7	155
3199	121	2848	29	291
32	1560	1583	196	1086
320	250	293	47	124
3200	806	6674	146	983
3201	13	122	5	12
3202	605	4358	102	553
3203	107	514	23	112
3204	551	1151	126	540
3205	1894	5047	513	1587
3206	1024	2031	336	1074
3207	499	138	119	1089
3208	14	30	14	10
3209	10	54	826	2053
321	179	39	23	65
3211	0	1	0	1
3212	177	90	15	89
3213	2609	8748	731	3228
3214	445	493	89	317
3215	2139	6162	1381	2415
3216	1535	4240	1340	2074
3217	1579	4010	1390	3073
3218	2739	10176	3334	3829
3219	7067	26612	7471	14400
322	459	271	39	360
3221	40	4	0	228
3222	3	0	0	6
3223	110	13	0	486
3224	38	7	0	82
3225	41	3	0	60
3226	9	2	0	14
3227	408	68	0	70
3228	17	0	0	49
3229	3	0	1	17
323	2167	578	1477	1941
3231	6	14	2	2
3232	59	97	5	86
3233	103	191	9	180
3234	316	239	15	366
3235	1458	164	19	595
3236	1216	20	30	280
3237	299	4	1	83
3238	50	1	1	23
3239	588	0	0	1577
324	1510	1270	983	1611
3240	3	4	0	1
3241	3779	3675	2030	3269
3242	14	10	2	20
3248	440	387	446	278
3249	11	9	10	38
325	0	1	0	0
3250	6	1	7	6
3251	1753	1378	853	5635
3254	0	0	0	0
3255	0	0	0	0
3257	5363	5811	3312	4549
326	10	10	0	5
326105	0	0	0	0
326106	0	0	0	0
326107	2	0	2	8
326268	0	0	0	1
326269	3	0	0	2
326272	0	0	0	0
326275	2	0	0	0
326276	1	0	0	0
326277	0	0	0	0
326278	2	2	1	0
326279	6	5	3	3
326286	0	0	0	0
326288	0	0	0	0
326291	0	0	0	0
326292	2	2	1	2
326293	2	1	6	2
326294	0	0	0	2
326295	0	2	0	1
326296	0	0	0	0
326298	0	0	0	0
3263	134	153	94	72
326300	3	7	1	8
326301	1	1	0	2
326302	0	0	0	0
326303	2	2	0	0
326304	2	1	1	1
326307	665	457	384	681
326309	1	2	1	2
326310	141	149	46	113
326311	0	0	0	0
326315	2	0	0	2
326317	0	0	0	0
326325	2	1	1	0
326337	0	0	0	0
326339	0	0	0	0
326340	0	1	0	1
326341	0	0	0	0
326342	33	7	5	5
326343	2	39	5	8
3265	1101	3136	778	1966
326586	0	0	0	0
326591	246	81	96	139
326593	1	1	1	0
326596	2	0	0	3
3266	9	5	0	4
326603	9	11	36	26
326605	0	0	0	0
326606	0	0	0	0
326607	0	0	0	0
326608	0	0	0	1
326609	5	1	2	3
326611	1	1	1	0
326613	0	0	0	0
326614	0	0	0	1
326615	0	0	0	0
326616	6	5	0	3
326617	0	0	0	0
326624	431	480	59	81
326625	1416	1651	1137	2523
326627	1	1	0	0
326628	0	0	0	0
3267	4434	3034	2099	3464
3268	1677	4389	1082	2429
3269	779	1141	585	776
327	6230	9212	4846	6546
3270	34	33	9	35
3273	2	149	0	1
3274	80	13	7	24
3275	2865	4505	2756	2670
3276	7983	6791	5415	10207
327657	3	1	0	1
327658	0	0	0	0
327659	0	0	1	0
328	8360	3314	3942	9486
3280	3576	5103	2173	5687
3281	3955	5915	2686	3913
3283	53	0	1	1
3284	0	2	12	2
329	1950	2623	1232	2059
3290	37	394	2	26
3291	7244	12820	5996	3182
3292	16	23	11	9
3293	2	3	1	0
3294	212	307	187	73
3295	6648	5933	4500	4514
3297	4572	4943	4283	6940
3298	635	588	297	838
3299	1064	3447	789	1264
33	0	6	1	1
330	858	921	724	571
3300	3938	5543	2217	4004
3301	6607	5937	2925	10102
3303	1147	3901	128	1660
3304	1648	5755	2185	3092
3305	66	103	40	78
3306	795	350	4938	504
3308	8507	5323	3924	6483
3309	29818	30012	14727	29156
331	6002	2922	2296	5638
3310	60	125	6	79
3311	109	52	14	61
3312	64260	23155	30076	81098
3313	18251	16052	9931	20551
3314	56	6	5	15
3315	14707	29343	11573	4253
3316	2	0	0	0
332	1549	1670	1334	4865
3320	46185	23967	26573	83093
3321	828	795	798	1178
3322	1	2	2	0
3323	3	0	0	0
3324	21	7	4	17
3326	69519	68013	36064	61468
3327	54	54	10	24
3329	33303	28068	14593	65116
333	68	74	2	24
3332	1	0	1	1
3336	1563	2300	834	1926
3337	8728	10434	6659	9243
3338	1178	1358	574	1192
3339	11060	2546	3146	8868
333926	11	244	39	81
333929	43	33	19	19
333932	1	0	0	0
334	18613	28752	11951	32333
3340	3507	3050	1932	3279
3344	903	1198	709	830
3346	0	0	0	0
3347	0	0	0	0
335	2	269	1	4
3350	0	0	0	0
3351	28	2	3	2
3352	503	54	46	116
3354	0	0	0	0
3355	15	3	0	3
3356	23	5	0	2
3357	17	2	1	10
3358	0	1	0	0
3359	6	2	1	2
336	0	835	1	5
3360	148	30	8	2
3361	0	0	0	0
3362	5	6	3	1
3363	16	1	4	1
3364	992	1202	861	1087
337	1	0	0	0
3371	3786	235	975	621
3373	137	106	2018	44
3375	0	0	0	0
3376	6517	4269	4408	11275
337867	4566	6631	3075	4887
337872	1	0	0	0
337873	132	302	59	207
337874	37	138	24	71
337875	0	0	0	0
337876	42	23	18	40
337878	0	0	0	0
337879	0	0	0	0
337880	1	0	0	0
337882	1	0	0	0
337959	0	0	1	0
337960	0	0	0	0
337963	0	0	0	0
337964	0	0	0	0
337965	0	0	0	0
337966	0	0	0	0
337967	0	0	0	0
337968	0	0	0	0
337969	0	0	0	0
337970	0	0	0	0
337971	0	0	0	0
337972	0	0	0	0
337973	0	0	0	0
337974	0	0	0	0
337975	0	0	0	0
337976	0	0	0	0
337977	0	0	0	0
337978	0	0	0	0
337979	0	0	0	0
337980	0	0	0	0
337981	0	0	0	0
337982	0	0	0	0
337983	0	0	0	0
337984	0	0	0	0
337985	0	0	0	0
337986	0	0	0	0
338	2	32	0	4
338002	0	1	2	2
338004	0	0	0	0
338005	1	1	1	0
338017	2	3	5	2
338069	2	0	1	1
338091	1	0	0	1
338094	58	28	44	35
338095	16	4	3	10
338096	1	0	0	5
338097	1	4	1	1
338098	0	1	1	1
338099	52	36	12	35
3381	0	1	0	1
3382	4737	6819	2534	4472
3383	656	789	163	363
338321	20	9	2	2
338322	0	0	0	0
338323	5	0	2	3
338324	0	0	0	0
338328	17	7	5	6
338339	2	0	0	4
338376	15	0	14	2
338382	126	18	118	41
338388	0	0	0	0
338391	0	1	1	1
338396	8	2	0	0
338398	0	0	1	0
338399	0	0	0	0
3384	368	168	79	339
338412	1	1	1	0
338413	0	1	0	0
338427	0	0	0	0
338428	0	0	0	0
338429	0	0	0	0
338433	0	0	0	0
338436	0	0	0	0
338440	15043	19542	3448	15048
338442	2	2	1	15
338448	0	0	0	0
338470	3	0	2	2
3385	67	13	4	17
338557	377	1265	316	2269
338567	0	0	0	0
338579	2	0	20	2
338588	1	11	1	9
338591	0	0	1	0
338596	35	138	16	140
338599	0	0	0	0
3386	0	0	0	0
338611	2	2	0	0
338637	0	0	0	0
338645	38	354	49	19
338651	125	326	75	187
338653	1	2	1	2
338657	783	1919	628	1531
338661	0	0	0	0
338662	0	0	0	1
338667	1	0	0	1
338674	0	0	0	0
338675	0	0	0	0
338692	1449	2509	589	2086
338699	434	498	348	663
338707	345	341	366	1713
338739	1	3	0	1
338751	0	0	0	0
338755	13	9	8	10
338758	52	100	18	24
338761	1	1	0	18
338773	1022	158	132	352
338785	5	1	0	2
338797	0	0	0	0
338799	584	1094	223	411
338811	35	35	15	14
338817	96	20	36	36
338821	0	1	3	6
338862	0	0	0	0
338864	0	0	0	0
338870	4	3	0	2
338872	7	11	2	0
338879	1	0	1	0
338917	0	0	0	0
338949	0	0	0	0
339	392	155	142	133
339005	20	5	1	9
339039	161	112	67	144
339044	0	1	1	2
339105	41	36	23	52
339122	38	65	36	53
339123	528	540	311	623
339145	18	4	0	3
339168	0	0	0	0
339175	1114	1567	885	1963
339184	0	0	0	0
339186	0	4	0	1
339192	162	44	10	31
339201	395	585	256	387
339210	57	115	19	157
339221	2	1	0	1
339229	809	2638	712	1315
339230	1645	2731	1224	2487
339231	1200	1914	598	1522
339240	0	0	0	0
339241	1	0	0	0
339244	0	0	0	0
339256	0	0	0	0
339257	3	0	0	1
339258	0	0	1	1
339263	484	328	145	582
339287	5666	4227	3060	6241
339290	3635	704	595	1266
339291	0	0	0	0
339302	0	0	0	0
339318	466	564	196	338
339324	1255	833	440	714
339327	169	142	67	86
339344	452	667	300	511
339345	0	0	0	0
339366	252	367	305	516
339390	0	0	0	0
339396	0	0	0	0
339398	10	3	2	0
3394	1259	987	50	2435
339400	34	6	2	11
339403	83	734	23	55
339416	1	1	4	1
339442	0	0	0	0
339448	1360	959	695	1390
339451	308	570	203	616
339453	35	46	13	36
339456	71	346	156	580
339468	0	0	0	0
339479	0	6	21	0
339483	447	348	69	174
339487	752	825	461	612
339488	40	118	111	65
339500	307	348	199	394
339501	0	0	0	0
339505	5	0	0	4
339512	2	0	117	0
339521	0	0	0	0
339524	9	2	1	4
339529	1	4	1	1
339535	1	188	0	0
339541	68	15	14	15
339559	263	192	122	256
339562	3	1	0	0
339568	0	0	0	0
3396	1128	2221	1152	1903
339622	0	0	0	0
339665	453	870	1278	1506
339669	1	0	0	0
339674	1	1	2	24
3397	7129	1523	5762	9096
339736	3	1	0	0
339742	0	2	3	3
339745	1186	960	570	1066
339751	1508	45	3	1012
339761	14	5	1	14
339766	1	3	0	0
339768	141	7	3	68
339778	487	517	122	1064
339779	0	0	0	0
339781	1	4	1	3
339788	3	1	0	0
339789	77	148	16	91
339799	341	347	76	357
3398	2634	1733	1654	4511
339803	48	9	10	19
339804	6	1	1	0
339807	1	2	0	2
339822	1	3	0	1
339829	8	3	5	9
339834	17	4	3	8
339843	4	0	0	0
339845	0	0	0	0
339855	19	7	3	22
339862	16	12	0	40
339874	53	283	71	38
339879	56	36	33	40
339881	1	0	0	1
339883	53	110	50	56
339894	0	1	0	1
339896	6	0	0	0
339897	9	0	0	0
3399	3951	574	2511	3146
339906	5	6	0	0
339926	0	0	0	0
339929	54	38	29	28
339942	60	99	22	50
339965	22	12	5	3
339967	0	0	0	0
339970	2	1	0	0
339976	0	0	0	0
339977	428	239	331	167
339978	0	0	0	0
339983	35	4	4	40
339988	32	140	40	82
34	1341	634	1344	951
3400	817	82	268	220
340017	0	0	0	0
340024	1	2	14	1
340037	53	41	31	129
340061	2774	2883	2519	1431
340069	1	1	0	1
340073	1	0	0	2
340074	8	0	0	1
340075	56	12	4	18
340094	0	0	0	0
340096	0	0	0	0
340107	0	0	0	0
340113	0	0	0	0
340120	8	0	1	0
340146	94	222	227	1541
340152	205	1268	106	330
340156	68	17	34	42
340168	0	0	0	0
340192	0	0	0	0
340198	1	2	1	1
340204	0	0	0	0
340205	7	3	0	5
340206	1	0	0	1
340217	0	0	0	0
340221	2	9	0	2
340252	574	418	180	424
340260	0	0	0	0
340267	136	115	51	15
340273	5	0	0	0
340274	1	2	0	2
340277	876	960	108	483
340286	4	5	3	4
340307	0	0	0	1
340348	1569	665	342	1315
340351	171	76	36	72
340357	2	0	0	0
340359	6	1	0	3
340371	1012	3290	1507	1584
340385	753	644	358	753
340390	150	253	91	90
340393	1	17	126	29
340419	119	0	2	1
340441	0	0	0	0
340451	0	0	0	0
340460	0	0	0	0
340481	1082	1202	649	1236
340485	150	233	122	238
340501	5	3	0	0
340508	0	0	0	0
340515	1	1	0	0
340526	303	22	10	82
340527	297	36	36	105
340529	0	0	0	0
340533	18	3	0	1
340542	139	145	1	158
340543	6	0	0	1
340544	54	75	18	47
340547	9	15	7	21
340554	268	211	113	220
340562	2	0	0	2
340569	0	1	0	0
340571	0	0	0	0
340578	1	0	0	0
340581	1	0	0	1
340591	118	177	135	234
340595	0	0	0	0
340596	6	0	0	0
340598	3	2	0	4
340600	0	0	0	0
340602	1	0	0	0
340618	0	0	0	0
340654	1	1	1	1
340665	0	0	1	2
340706	7582	2747	4575	3137
340719	33	11	11	46
340745	45	184	108	35
340749	3	1	0	1
340780	8	20	13	4
340784	2	7	7	19
340811	1	6	0	3
340888	2	7	3	0
340895	33	0	0	1
340900	1	0	0	0
340947	5	4	2	1
340970	0	0	0	0
340980	0	1	0	0
340990	4	2	0	8
341	64	104	30	159
341019	4	0	0	3
341032	28	384	47	415
341056	0	0	0	0
341112	0	0	0	0
341116	0	0	0	0
341128	0	1	0	1
341148	0	2	0	0
341152	0	0	0	0
341208	251	45	18	57
341230	4	2	1	1
341276	2	2	2	4
341277	1	5	0	1
341315	31	9	4	19
341333	0	0	0	0
341346	16	6	6	8
341350	1	0	0	0
341356	0	0	0	1
341359	0	0	0	0
341392	9	6	4	4
341405	0	63	0	17
341416	0	0	0	1
341418	0	0	0	0
341457	2	1	0	0
341511	1	0	0	0
341567	10	0	0	1
341568	0	0	0	0
3416	2751	2018	1955	3110
341640	1303	368	343	25
341674	0	0	0	0
341676	152	242	281	686
341689	1	1	0	0
3417	5763	7896	4348	9533
341757	0	0	0	0
341784	2	4	0	1
341799	0	0	0	0
3418	10839	3528	4925	9633
341880	4	0	3	4
341883	24	8	2	13
3419	923	434	702	1328
341947	0	0	0	1
341965	3	1	0	0
342	0	0	0	1
3420	5102	5037	2122	3747
342035	22	19	34	18
342096	0	0	0	0
3421	4721	3378	2030	4550
342125	22	7	2	6
342132	459	599	416	561
342184	1575	687	1128	810
3422	1670	2912	1770	5183
342293	6	17	1	11
3423	380	78	168	244
342346	1	0	0	1
342357	284	202	110	315
342358	0	1	1	0
342371	2162	1768	1199	1885
342372	5	11	1	2
342374	1	4	1	0
3424	3	3	8	2
342419	6	3	0	0
342426	0	0	0	0
3425	1419	1231	365	753
342510	41	11	1	12
342527	67	1	3	33
342538	7	10	6	14
342541	11	13	3	0
342574	3	0	1	1
3426	139	17	52	18
342618	8	0	1	2
342666	4	2	2	0
342667	12	3	12	0
342705	1	0	1	0
342732	9	3	0	1
3428	2108	1336	434	718
342808	3	2	0	1
342850	0	0	2	2
342865	0	1	0	0
342892	187	128	72	250
342897	8	10	9	1
342898	0	0	0	0
3429	13642	21361	10906	12827
342900	0	0	0	0
342908	74	54	21	94
342909	235	211	100	128
342918	6	7	1	14
342926	73	14	11	24
342931	1	8	0	0
342933	1	1	1	2
342945	227	185	217	251
342977	47	37	5	223
342979	437	38	239	68
342994	10	2	1	2
343	9	599	171	72
3430	2013	2200	793	1291
343035	0	0	0	0
343045	0	0	0	1
343066	0	0	0	0
343068	0	0	0	0
343069	1	0	0	0
343070	0	0	0	0
343071	0	0	0	0
343099	209	87	257	322
3431	1016	1006	251	506
343169	0	0	0	1
343170	0	0	0	0
343171	1	14	1	39
343172	0	2	0	2
343173	0	0	0	0
343263	4	9	0	4
343296	0	0	0	0
3433	267	270	52	150
343326	10	15	11	14
343332	0	2	0	1
343338	1	0	0	0
343381	15	2	8	18
3434	225	453	42	221
343406	0	0	0	0
343409	0	0	0	0
343413	13	3	0	6
343450	41	2	1	4
343472	0	0	0	0
343477	4	5	0	0
343495	2	0	0	2
343505	45	0	2	0
343515	2	0	0	0
343521	12	10	22	16
343563	0	0	0	0
343578	23	1372	8	173
343637	4	1	2	4
343641	18	0	0	0
3437	476	537	169	309
343702	4	2	0	0
343727	0	0	0	0
343819	0	0	0	0
3439	0	0	0	0
343901	0	0	0	0
343930	1	2	5	0
343981	0	0	0	0
343990	1288	1312	635	776
344	2	0	0	0
3440	0	0	0	0
344018	0	0	0	0
344022	0	0	0	1
344065	30	3	6	13
3441	0	0	0	0
344148	1138	11	78	23
344167	1	0	0	5
344178	0	1	0	0
344191	3	0	0	2
3442	0	0	0	0
3443	0	0	0	0
344320	6	3	0	3
344328	1	0	0	0
344332	0	0	0	0
344371	1	2	0	1
344387	4	1	1	0
3444	0	0	0	0
344405	108	146	21	75
344423	23	15	16	20
344454	0	1	0	2
344462	6	8	1	3
344471	6	10	3	1
3445	0	0	0	0
344558	939	85	75	215
344561	0	0	0	0
344593	1	0	0	0
344595	118	134	35	71
3446	0	0	0	0
344653	1	1	0	0
344657	47	69	61	17
344658	1	1	6	0
344697	73	11	5	15
3447	0	0	0	0
344709	0	0	0	0
344729	0	0	0	0
344741	2	0	0	0
344752	0	0	0	0
344758	0	0	0	0
344760	0	0	0	0
344787	118	197	67	101
3448	0	0	0	0
344805	11	36	4	8
344807	0	1	0	14
344813	0	1	0	0
344838	0	2	0	0
344866	11	13	7	3
344875	11	6	1	8
344887	55	543	83	101
344892	0	0	0	0
3449	0	0	0	0
344901	0	1	0	0
344905	0	5	0	0
344978	2	3	1	0
344988	0	0	0	0
345	0	3	0	0
345016	0	0	0	0
345041	7	9	2	6
345051	29	2	4	0
345062	2	3	3	10
345079	1227	682	623	864
3451	0	0	0	0
345193	6	4	30	39
3452	0	0	0	0
345222	9	20	11	40
345258	0	0	0	0
345274	5	4	3	13
345275	14	8	4	18
3453	0	0	0	0
3454	3158	3355	2828	2406
345430	1	2	0	1
345456	0	0	1	0
345462	104	111	27	3
3455	67	58	36	49
345557	2	0	2	3
3456	0	0	0	0
345611	3	1	1	0
345630	6	8	1	1
345643	49	119	38	50
345645	1	0	0	0
345651	0	0	0	0
345757	898	793	367	581
345778	1320	492	306	383
3458	1	0	0	3
345829	2	0	0	1
345895	13	9	14	12
3459	2376	4482	2652	3680
345930	6	19	9	10
346	0	0	0	0
3460	3400	3738	1734	3939
346007	27	25	9	16
346085	9	7	3	4
3461	0	0	0	0
346116	0	0	0	0
346157	408	291	106	253
346171	20	0	0	7
346288	0	0	0	0
3463	2	3	1	7
346389	7856	2268	1778	4306
346470	0	0	0	0
346517	0	0	0	0
346524	0	0	0	0
346525	3	0	0	1
346528	4	3	0	4
346562	0	0	13	0
346606	2500	4568	387	1219
346653	151	105	105	56
346673	0	0	0	0
346689	6	1	0	61
3467	0	0	0	0
346702	23	27	203	65
346708	1	0	0	0
346711	0	0	0	0
3469	0	0	0	0
346950	28	35	22	36
346990	1	1	0	0
347	2252	469	69	201
347028	0	1	0	0
347051	36	31	37	25
347088	1	5	5	7
347127	0	0	0	0
347148	23	26	17	34
347168	0	0	0	10
347169	1	0	0	0
347193	2	0	1	0
347240	418	244	269	902
347252	430	21	3	33
347265	85	13	0	24
347273	18	13	1	12
347275	0	0	0	0
347281	0	0	0	0
347292	1	4	1	4
347333	4	7	2	3
347344	657	508	314	642
347359	1	3	0	0
347363	0	0	0	0
347365	1	0	1	32
347376	1	2	1	1
3474	0	0	0	0
347402	1	0	1	5
347404	66	234	306	132
347411	0	1	0	1
347422	0	0	0	0
347442	0	0	0	0
347454	59	90	44	164
347468	0	0	0	0
347475	1	2	2	1
347487	0	0	0	0
3475	691	677	428	1040
347509	1	0	0	0
347516	0	0	0	2
347517	19	38	12	30
347527	24	4	8	29
347541	5	2	1	20
347544	4	4	1	2
347549	9	1	0	0
347584	0	0	0	0
347598	0	0	0	0
3476	4356	3416	1798	8511
347613	20	19	0	18
347673	1	0	2	0
347675	0	0	1	0
347686	0	0	0	0
347687	1	1	0	2
347688	13	0	0	1
347689	4	1	3	5
347694	3	0	0	0
347701	1	1	0	0
347702	0	0	0	0
347703	0	0	0	0
347704	0	0	0	0
347705	0	2	0	0
347706	0	0	0	3
347716	18	159	15	9
347717	0	0	0	0
347720	0	0	0	0
347730	11	4	0	50
347731	1	0	1	1
347732	49	43	8	16
347733	768	33	44	21
347734	3728	3794	1932	5740
347735	11147	12129	8801	9191
347736	17	15	18	22
347741	0	0	0	0
347744	5	10	6	12
347853	175	4	8	7
347862	3592	5533	2435	5740
347894	0	0	0	0
3479	155	2	2	2
347902	3027	187	379	671
347918	301	434	269	660
347933	0	0	0	0
348	1133	485	54	888
3480	3818	1729	1574	3790
348013	274	341	306	191
348021	0	0	0	0
348093	135	24	8	38
348094	204	108	84	109
3481	20	4	6	1
348110	3111	1437	1191	1247
348120	0	0	0	0
348156	17	22	12	28
348158	2	1	0	3
348174	7	26	10	3
348180	761	931	441	913
3482	12753	11058	6155	14121
348235	1070	663	719	2107
348249	1	0	1	2
348254	2	15	4	3
348262	2569	4817	967	1727
3483	140	22	7	12
348303	2	0	0	0
348327	133	158	41	5
348378	18	7	0	3
3484	3	55	0	13
348487	22	32	4	68
3485	2458	4562	6452	15065
348567	0	1	0	0
3486	8320	2252	541	2765
348645	35	7	102	19
348654	1270	1257	948	2351
3487	16276	17239	3098	16366
348751	145	123	73	230
348761	75	39	24	33
348793	277	414	158	420
3488	26995	1461	1305	3735
348801	60	15	22	71
348807	2	5	1	5
348808	1	1	3	1
348825	4	64	605	44
348840	1	0	0	5
3489	436	64	40	268
348910	0	1	0	0
348926	183	107	77	330
348932	1	4	0	1
348938	13	13	30	44
348980	586	2	9	8
348995	1720	2319	1225	2724
3490	7333	2537	663	3980
349075	129	55	46	86
3491	3502	1444	481	1878
349114	1360	901	304	338
349136	45	47	11	28
349149	48	49	6	33
349152	113	13	34	106
349158	0	0	0	0
3493	26804	57071	21856	4925
349334	0	2	7	0
349372	0	0	0	0
349386	0	0	0	0
349391	0	0	0	0
3494	27838	46641	18977	950
349408	1	0	0	0
349448	0	0	0	0
3495	125	39	34	5
349565	829	234	116	692
349633	0	3	0	2
349667	31	60	6	40
3497	24	19	2	2
3498	0	0	0	0
349814	0	0	0	0
349842	0	0	0	0
3499	2	0	1	2
35	2196	3939	1605	1376
350	43	98	3	5
3500	161430	9496	2216	6245
3501	43854	3354	1652	1421
3502	10674	1090	812	5113
350297	0	0	0	0
3503	49286	1325	584	297
350383	5	1	0	2
3505	3490	252	121	178
3507	4253	4120	3146	407
3508	1291	1969	586	1586
351	61550	49059	46748	48539
351143	0	0	0	0
3512	9550	12414	5461	272
3513	0	0	0	0
3514	136398	60812	22140	8600
351449	0	0	0	0
3516	3837	1487	1751	3144
3517	0	0	0	0
3523	31	14	8	4
3525	4	0	0	0
3527	0	0	0	0
352852	1	4	0	5
352887	2	586	0	0
352896	0	1	0	0
3529	10	1	0	0
352905	0	0	0	0
352909	4	25	74	56
352954	255	256	69	154
352962	33	50	11	12
352963	0	1	0	0
352964	0	0	0	1
352965	7	27	2	5
352966	13	5	4	7
352967	0	0	0	0
352999	2	4	1	3
353	3513	5453	3516	6806
3530	19	2	1	1
353005	0	0	0	0
353013	0	1	0	0
353019	0	1	1	2
353088	496	462	270	289
353091	6	21	9	19
353094	0	0	0	0
3531	0	0	0	0
353116	471	405	150	461
353131	0	0	0	0
353132	1	1	0	0
353133	1	0	0	0
353134	1	0	0	0
353135	1	0	1	0
353137	0	0	0	0
353139	1	0	0	0
353140	1	0	0	0
353141	0	0	0	0
353142	0	0	0	0
353143	0	0	0	0
353144	0	0	0	0
353145	1	0	0	0
353149	0	0	0	1
353163	2	8	1	1
353164	1	2	1	0
353174	3	4	6	8
353189	11	13	7	4
