GENE	104307-001-001R	104307-001-072	104307-001-040	104307-001-081	104307-001-033	104307-001-049	104307-001-089	104307-001-009	104307-001-065	104307-001-017	104307-001-025	104307-001-057
ENSG00000228404.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228407.2	0	0	2	1	0	0	0	0	1	0	0	0
ENSG00000228408.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228409.6	108	77	96	102	98	65	75	200	58	101	117	10
ENSG00000228410.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228410.6_PAR_Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228411.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228412.8	41	3	10	5	0	71	1	19	12	6	22	22
ENSG00000228413.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228414.6	11	0	2	2	0	13	0	0	0	1	0	0
ENSG00000228415.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228417.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228420.1	20	0	1	0	0	0	0	0	0	0	1	0
ENSG00000228421.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228422.3	10	0	0	0	0	2	0	0	0	0	0	0
ENSG00000228423.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228426.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228427.1	25	27	7	1	8	3	9	13	9	19	17	0
ENSG00000228429.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228430.9	707	8	0	17	1	82	9	342	7	25	1	8
ENSG00000228431.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228432.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228433.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228434.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228436.2	196	131	92	63	59	84	141	234	71	56	78	85
ENSG00000228437.5	0	7	23	0	0	6	0	6	4	1	215	35
ENSG00000228438.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228439.5	2	0	8	10	23	0	16	14	3	11	15	3
ENSG00000228440.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228444.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228445.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228446.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228450.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228451.4	43	2	25	13	14	1	1	2	24	38	40	0
ENSG00000228452.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228453.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228459.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228460.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228462.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228463.10	36	20	5	15	15	5	19	18	38	14	22	4
ENSG00000228464.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228465.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228466.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228467.2	5	0	0	0	0	3	0	0	0	0	0	0
ENSG00000228470.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228471.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228473.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228474.5	888	479	471	387	643	406	520	580	479	544	602	441
ENSG00000228476.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228477.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228478.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228480.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228481.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228482.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228484.2	3	1	0	0	0	0	0	0	0	0	0	0
ENSG00000228485.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228486.10	161	50	67	92	87	76	121	108	44	105	21	65
ENSG00000228487.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228488.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228489.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228492.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228495.1	0	0	0	0	0	0	0	0	3	0	12	0
ENSG00000228496.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228499.1	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000228501.2	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000228502.1	10	6	18	32	9	4	8	54	8	19	66	7
ENSG00000228503.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228504.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228505.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228506.1	34	19	19	44	7	12	24	5	12	14	4	5
ENSG00000228507.1	3	0	0	3	0	0	0	0	1	0	0	0
ENSG00000228509.5	23	0	0	1	7	0	10	0	3	19	0	6
ENSG00000228510.2	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000228513.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228517.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228518.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228519.3	0	5	0	0	0	2	1	1	1	0	15	2
ENSG00000228521.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228522.2	10	0	1	1	0	3	0	1	0	1	0	0
ENSG00000228523.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228525.1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000228526.7	425	359	88	136	97	94	223	94	96	217	231	31
ENSG00000228527.1	0	0	4	0	0	2	0	0	0	0	9	0
ENSG00000228528.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228530.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228532.4	10	1	2	0	2	1	1	1	1	3	8	1
ENSG00000228536.2	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228538.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228539.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228540.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228541.1	1	6	0	8	0	1	5	0	0	0	0	18
ENSG00000228543.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000228544.1	39	3	13	25	28	4	7	26	10	26	4	0
ENSG00000228546.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228547.5	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228548.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228550.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228551.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228553.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228554.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228557.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228559.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228560.1	26	0	0	13	0	19	6	0	0	0	0	12
ENSG00000228561.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228563.1	0	0	0	5	0	5	0	0	0	0	0	0
ENSG00000228564.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228566.1	20	0	0	1	6	50	3	51	7	8	0	16
ENSG00000228567.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228568.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228569.1	0	0	4	0	0	0	0	0	0	2	0	0
ENSG00000228570.7	0	0	4	7	5	3	17	0	5	0	0	0
ENSG00000228571.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228572.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228572.7_PAR_Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228573.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228577.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228578.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228585.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228586.1	0	0	0	0	0	13	0	0	0	0	0	0
ENSG00000228587.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000228589.3	5	3	8	8	15	4	14	3	18	11	11	6
ENSG00000228590.2	20	0	0	15	5	9	0	1	3	3	0	0
ENSG00000228592.1	10	0	0	0	0	2	0	0	0	0	0	2
ENSG00000228593.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228594.3	36	9	2	0	2	3	17	41	11	17	17	1
ENSG00000228595.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228596.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228597.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228598.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228599.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228600.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228601.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228604.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228606.2	1	2	0	8	0	7	3	0	5	0	12	13
ENSG00000228607.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228610.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228611.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228612.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228613.1	2	10	7	0	0	15	0	10	0	0	19	8
ENSG00000228615.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228618.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228620.1	265	9	34	65	33	5	51	107	23	148	37	13
ENSG00000228622.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228623.6	4	0	10	10	0	4	0	0	1	2	0	2
ENSG00000228624.7	30	2	9	5	8	28	0	28	20	18	10	13
ENSG00000228625.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228626.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228627.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228629.2	0	0	2	0	0	0	6	0	0	3	0	1
ENSG00000228630.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228634.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228636.2	14	0	0	2	0	7	0	0	0	1	0	6
ENSG00000228638.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228639.7	1	11	15	40	153	2	9	0	23	10	0	0
ENSG00000228643.1	0	0	42	28	0	25	9	71	13	6	60	17
ENSG00000228645.2	0	2	0	0	0	0	0	1	0	0	0	0
ENSG00000228646.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228648.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228649.8	22	49	25	20	27	59	87	35	32	14	75	16
ENSG00000228650.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228653.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228655.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228656.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228657.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228658.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228659.1	1	0	1	0	1	1	0	1	0	0	0	0
ENSG00000228660.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228661.1	10	0	5	0	0	0	1	0	2	2	0	0
ENSG00000228663.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228664.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228665.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228666.1	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000228667.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228668.1	0	7	0	0	0	0	10	0	0	4	0	0
ENSG00000228669.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228670.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228672.3	15	161	175	16	141	19	32	191	67	30	351	1
ENSG00000228674.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228675.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228677.1	0	0	0	0	0	1	9	0	0	0	0	0
ENSG00000228679.1	3	11	15	0	8	18	31	32	16	8	0	43
ENSG00000228680.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228681.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228683.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228685.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228686.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228687.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228688.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228689.8	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000228692.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228694.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228695.10	79	95	69	205	99	277	167	30	51	83	62	203
ENSG00000228696.8	692	35	182	474	402	58	303	690	33	539	413	28
ENSG00000228697.3	212	30	45	286	27	14	168	90	64	255	2	4
ENSG00000228700.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228701.1	2	24	2	3	0	3	0	0	9	7	13	1
ENSG00000228702.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228703.1	0	0	0	0	0	0	2	0	0	0	10	0
ENSG00000228705.1	156	23	70	55	42	70	38	89	21	88	33	72
ENSG00000228707.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228708.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228709.1	51	17	17	34	67	43	60	5	9	35	16	19
ENSG00000228711.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228714.3	16	0	2	6	0	18	0	13	0	3	10	8
ENSG00000228716.6	523	309	430	583	335	492	520	298	725	678	345	528
ENSG00000228717.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228718.2	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228719.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000228721.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228723.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228725.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228727.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228728.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228729.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228730.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228734.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228735.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228737.2	0	0	0	0	0	1	2	0	0	2	0	0
ENSG00000228739.1	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000228740.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228741.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228742.10	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000228744.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228748.2	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000228750.6	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000228751.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228753.1	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228754.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228755.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228757.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228759.1	6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228763.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228764.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228766.3	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000228767.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228768.3	0	0	1	0	6	1	14	0	1	9	9	1
ENSG00000228769.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228770.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228771.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228772.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228775.7	85	0	12	41	26	3	64	42	24	31	6	3
ENSG00000228776.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228777.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228778.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228779.1	0	0	1	0	0	4	0	0	0	0	0	0
ENSG00000228780.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228781.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228782.7	180	83	34	81	142	78	163	12	61	64	22	32
ENSG00000228783.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228784.8	4	1	12	16	11	1	0	4	9	6	0	0
ENSG00000228786.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228787.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228789.7	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000228790.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228791.7	20	5	3	6	30	35	28	0	7	21	4	19
ENSG00000228792.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228793.1	0	0	1	0	0	0	0	16	5	1	13	0
ENSG00000228794.8	176	175	386	251	318	240	274	271	209	299	414	132
ENSG00000228797.2	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228799.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228800.1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228801.5	35	0	8	23	1	8	21	1	17	30	6	2
ENSG00000228802.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228803.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228804.5	7	0	1	4	0	0	4	0	0	1	0	0
ENSG00000228806.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228807.1	5	0	1	0	0	0	0	0	0	0	2	0
ENSG00000228808.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228809.2	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000228810.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228812.7	95	3	0	71	7	83	75	71	4	57	21	68
ENSG00000228814.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228815.1	5	0	0	0	0	1	0	0	2	1	0	0
ENSG00000228816.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228817.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228818.1	1	0	0	0	0	2	6	0	0	0	1	0
ENSG00000228819.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228820.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228823.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228824.6	13	0	0	2	17	19	7	7	6	4	2	16
ENSG00000228825.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228826.2	45	0	24	4	42	10	43	38	28	38	18	4
ENSG00000228827.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228828.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228829.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228830.1	0	1	2	8	0	2	0	10	3	5	0	3
ENSG00000228833.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228834.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228835.1	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228836.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228837.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228838.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228839.5	66	21	18	25	24	22	0	26	13	44	17	0
ENSG00000228842.3	4	5	0	0	0	9	0	0	5	0	0	0
ENSG00000228843.2	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000228844.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228847.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228848.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228850.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228851.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228852.6	2	0	0	6	0	3	0	0	0	1	0	0
ENSG00000228853.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228855.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228856.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228857.2	8	0	0	8	0	4	9	20	0	0	0	0
ENSG00000228860.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228861.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228862.4	59	0	6	11	0	10	25	0	3	6	3	0
ENSG00000228863.8	0	1	5	3	2	0	0	36	5	7	17	0
ENSG00000228868.3	0	0	0	0	0	2	0	0	0	0	1	0
ENSG00000228869.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228872.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228873.1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228874.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228876.3	13	0	0	0	0	4	0	0	2	0	0	0
ENSG00000228877.2	0	0	3	3	0	0	0	6	0	0	0	0
ENSG00000228878.7	5	13	14	13	13	13	29	5	18	9	2	1
ENSG00000228879.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228882.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228884.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228886.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228887.3	0	0	0	0	0	1	1	0	2	0	0	6
ENSG00000228888.1	626	6	90	350	107	61	182	124	86	355	0	13
ENSG00000228889.6	0	0	2	4	0	5	0	0	4	14	0	1
ENSG00000228890.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228897.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228898.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228901.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228902.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228903.7	0	0	0	6	0	0	0	1	0	1	0	0
ENSG00000228906.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228909.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228914.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228915.3	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228917.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228918.3	898	22	4	197	3	42	68	118	53	89	18	0
ENSG00000228919.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228922.1	2	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228923.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228925.1	2	0	1	0	0	0	9	0	3	0	0	0
ENSG00000228927.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228928.1	0	0	0	0	0	0	0	0	0	0	11	0
ENSG00000228929.1	1	2	2	20	0	0	2	16	4	0	1	0
ENSG00000228930.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228933.7	12	0	2	0	0	7	0	4	2	49	0	4
ENSG00000228935.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228937.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228938.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228939.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228940.1	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000228941.1	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000228943.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228944.1	0	0	0	0	0	5	0	0	0	6	0	0
ENSG00000228945.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228948.2	0	0	0	0	0	9	0	0	0	0	0	0
ENSG00000228949.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228950.1	0	0	0	9	0	0	10	0	3	0	0	9
ENSG00000228951.1	0	0	0	4	0	0	4	13	0	0	0	0
ENSG00000228952.1	0	0	2	0	0	0	1	0	0	2	0	1
ENSG00000228953.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228955.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228956.8	57	12	18	6	47	24	3	2	48	44	42	5
ENSG00000228957.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228958.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228959.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228960.6	16	9	8	12	2	11	0	3	33	7	5	2
ENSG00000228961.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228963.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228965.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228966.2	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000228968.1	5	0	0	0	0	2	0	0	0	1	0	0
ENSG00000228970.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228971.2	18	0	3	17	11	15	4	5	6	5	0	8
ENSG00000228973.1	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000228974.5	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000228976.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228979.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228980.3	5	1	0	15	0	20	1	0	4	0	0	3
ENSG00000228981.3	0	0	0	0	0	0	0	0	0	0	4	2
ENSG00000228982.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228983.9	0	14	2	7	0	22	3	14	1	3	0	2
ENSG00000228984.3	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000228985.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228986.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228988.1	16	0	0	0	0	0	0	0	4	0	0	0
ENSG00000228992.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228995.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228997.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228998.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228999.3	22	0	5	5	6	42	0	0	0	0	0	9
ENSG00000229000.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229001.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229002.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229005.2	405	21	137	632	104	23	61	239	161	303	43	27
ENSG00000229007.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229009.7	2	0	0	0	0	9	0	0	0	0	0	2
